num_training_step_calls_per_iteration,num_env_steps_sampled_lifetime,num_env_steps_sampled_lifetime_throughput,done,training_iteration,trial_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,iterations_since_restore,timers/training_iteration,timers/restore_env_runners,timers/training_step,timers/env_runner_sampling_timer,timers/learner_update_timer,timers/synch_weights,env_runners/episode_len_mean,env_runners/episode_len_min,env_runners/num_env_steps_sampled_lifetime,env_runners/sample,env_runners/env_reset_timer,env_runners/env_to_module_sum_episodes_length_in,env_runners/num_env_steps_sampled,env_runners/env_step_timer,env_runners/weights_seq_no,env_runners/rlmodule_inference_timer,env_runners/episode_return_max,env_runners/episode_return_mean,env_runners/episode_duration_sec_mean,env_runners/episode_len_max,env_runners/num_episodes_lifetime,env_runners/num_episodes,env_runners/episode_return_min,env_runners/connector_pipeline_timer,env_runners/env_to_module_sum_episodes_length_out,env_runners/time_between_sampling,env_runners/num_env_steps_sampled_lifetime_throughput,fault_tolerance/num_healthy_workers,fault_tolerance/num_remote_worker_restarts,env_runner_group/actor_manager_num_outstanding_async_reqs,perf/cpu_util_percent,perf/ram_util_percent,env_runners/module_to_env_connector/connector_pipeline_timer,env_runners/agent_episode_returns_mean/agent_1,env_runners/agent_episode_returns_mean/agent_0,env_runners/agent_episode_returns_mean/agent_2,env_runners/agent_steps/agent_1,env_runners/agent_steps/agent_0,env_runners/agent_steps/agent_2,env_runners/env_to_module_connector/connector_pipeline_timer,env_runners/num_module_steps_sampled/shared_policy,env_runners/num_module_steps_sampled_lifetime/shared_policy,env_runners/num_agent_steps_sampled/agent_1,env_runners/num_agent_steps_sampled/agent_0,env_runners/num_agent_steps_sampled/agent_2,env_runners/module_episode_returns_mean/shared_policy,env_runners/num_agent_steps_sampled_lifetime/agent_1,env_runners/num_agent_steps_sampled_lifetime/agent_0,env_runners/num_agent_steps_sampled_lifetime/agent_2,learners/shared_policy/weights_seq_no,learners/shared_policy/vf_loss_unclipped,learners/shared_policy/vf_loss,learners/shared_policy/diff_num_grad_updates_vs_sampler_policy,learners/shared_policy/curr_kl_coeff,learners/shared_policy/module_train_batch_size_mean,learners/shared_policy/default_optimizer_learning_rate,learners/shared_policy/total_loss,learners/shared_policy/mean_kl_loss,learners/shared_policy/num_module_steps_trained_lifetime,learners/shared_policy/curr_entropy_coeff,learners/shared_policy/vf_explained_var,learners/shared_policy/entropy,learners/shared_policy/num_trainable_parameters,learners/shared_policy/num_module_steps_trained,learners/shared_policy/gradients_default_optimizer_global_norm,learners/shared_policy/policy_loss,learners/__all_modules__/num_trainable_parameters,learners/__all_modules__/num_env_steps_trained,learners/__all_modules__/num_module_steps_trained,learners/__all_modules__/num_non_trainable_parameters,learners/__all_modules__/num_env_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_out,learners/__all_modules__/num_module_steps_trained_lifetime,learners/__all_modules__/learner_connector_sum_episodes_length_in,learners/__all_modules__/num_env_steps_trained_lifetime_throughput,env_runners/timers/connectors/add_observations_from_episodes_to_batch,env_runners/timers/connectors/agent_to_module_mapping,env_runners/timers/connectors/add_time_dim_to_batch_and_zero_pad,env_runners/timers/connectors/add_states_from_episodes_to_batch,env_runners/timers/connectors/batch_individual_items,env_runners/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/connector_pipeline_timer,env_runners/module_to_env_connector/timers/connectors/get_actions,env_runners/module_to_env_connector/timers/connectors/un_batch_to_individual_items,env_runners/module_to_env_connector/timers/connectors/listify_data_for_vector_env,env_runners/module_to_env_connector/timers/connectors/remove_single_ts_time_rank_from_batch,env_runners/module_to_env_connector/timers/connectors/normalize_and_clip_actions,env_runners/module_to_env_connector/timers/connectors/module_to_agent_unmapping,env_runners/module_to_env_connector/timers/connectors/tensor_to_numpy,env_runners/env_to_module_connector/timers/connectors/add_states_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/batch_individual_items,env_runners/env_to_module_connector/timers/connectors/numpy_to_tensor,env_runners/env_to_module_connector/timers/connectors/add_observations_from_episodes_to_batch,env_runners/env_to_module_connector/timers/connectors/agent_to_module_mapping,env_runners/env_to_module_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_one_ts_to_episodes_and_truncate,learners/__all_modules__/learner_connector/timers/connectors/add_time_dim_to_batch_and_zero_pad,learners/__all_modules__/learner_connector/timers/connectors/add_states_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/batch_individual_items,learners/__all_modules__/learner_connector/timers/connectors/numpy_to_tensor,learners/__all_modules__/learner_connector/timers/connectors/general_advantage_estimation,learners/__all_modules__/learner_connector/timers/connectors/add_columns_from_episodes_to_train_batch,learners/__all_modules__/learner_connector/timers/connectors/add_observations_from_episodes_to_batch,learners/__all_modules__/learner_connector/timers/connectors/agent_to_module_mapping
1,2048,nan,False,1,acd66_00000,2025-06-05_10-54-37,1749113677,1.9648711681365967,1.9648711681365967,50746,Tegans-MacBook-Air.local,127.0.0.1,1.9648711681365967,1,1.9609612500000004,1.5624999999630518e-05,1.9608380830000005,1.186038374999999,0.7726747090000003,0.0008739999999995973,75.0,75,2048,0.10148487246344835,0.0001377089999996528,31.37149435396863,2048,7.88504734260282e-05,0.0,0.0001408659211060973,-34.95192790324384,-74.31208208924589,0.038842830704166775,75,27,27,-116.40671209169115,0.00031212500000066257,31.37149435396863,0.004910443554763217,nan,1,0,0,20.266666666666666,83.16666666666667,0.0006492353343424758,-24.77055514085974,-24.649721807526404,-24.891805140859738,25.0,25.0,25.0,8.412021126702314e-05,2102,2102,710,682,710,-38.09734262578713,710,682,710,1.0,66.546196,6.7328954,1.0,0.10000000149011612,128.0,0.0005,6.6825914,0.0033276698,21760,0.01,0.0037683845,1.5979782,142854,21760,1.7168131,-0.03498924,142854,348160,21760,0,348160,2048,21760,2048,nan,3.212499999971641e-05,4.417000000422888e-06,1.3792000000734106e-05,4.750000000441901e-06,2.3708000000510748e-05,5.3542000000739165e-05,0.2154761660000002,0.0005341242710586524,1.2132470260007054e-05,5.44226731491987e-06,9.548664847641365e-07,1.859767250574429e-05,2.2197134420772273e-06,3.30319631517592e-05,3.125262259681576e-06,9.369279436586468e-06,1.4584518924494993e-05,1.5241377579933249e-05,2.8663142225897104e-06,4.397842321439384e-06,0.15360337499999943,1.4416000000849749e-05,5.125000001271474e-06,0.017862792000000738,0.0009252919999997999,0.011668042000000156,0.028413583999999048,0.0008809169999999256,0.0018589579999996886
1,4096,1200.2300240841143,False,2,acd66_00000,2025-06-05_10-54-39,1749113679,1.6936259269714355,3.6584970951080322,50746,Tegans-MacBook-Air.local,127.0.0.1,3.6584970951080322,2,1.9582495054200004,1.5576659999645415e-05,1.9581257513300006,1.185455097089999,0.7705472852500004,0.0008739608399995901,75.0,75,4096,0.10070302019925408,0.0001377089999996528,31.540666754008832,2048,7.834320931648605e-05,1.0,0.00012762597803796897,-45.252186932196295,-84.9141399195528,0.036746203217500134,75,54,27,-149.07066843151813,0.00031212500000066257,31.540666754008832,0.006008798009496143,1200.2300240841143,1,0,0,25.133333333333336,83.03333333333333,0.000577136761905809,-28.283046639850944,-28.369296639850944,-28.261796639850946,25.0,25.0,25.0,8.340778679335811e-05,2102,4204,710,683,709,-41.99770098881779,1420,1365,1419,2.0,106.36118,7.9301367,1.0,0.05000000074505806,128.0,0.0005,8.042882,0.0043251654,43520,0.01,0.049132824,1.5953356,142854.0,21760,1.6437235,0.128266,142854.0,348160,21760,0.0,696320,2048.0,43520,2048.0,0.0,3.212499999971641e-05,4.417000000422888e-06,1.3792000000734106e-05,4.750000000441901e-06,2.3708000000510748e-05,5.3542000000739165e-05,0.2154610882751002,0.00046446385235101987,1.2019572523977601e-05,5.401477836239984e-06,9.493750922527966e-07,1.8016307025521473e-05,2.1997303231256928e-06,3.187750013095794e-05,3.1062410050590212e-06,9.253595586540114e-06,1.440718351277641e-05,1.5122911328292685e-05,2.8376809648798406e-06,4.356665344010891e-06,0.15358870052499943,1.4416208400849583e-05,5.124970901271375e-06,0.017862895399900738,0.0009252098999998001,0.011667596458300157,0.028413620462399047,0.0008809086790999256,0.0018589619916996886
1,6144,1149.6744602737185,False,3,acd66_00000,2025-06-05_10-54-40,1749113680,1.7705233097076416,5.429020404815674,50746,Tegans-MacBook-Air.local,127.0.0.1,5.429020404815674,3,1.9563339532858004,1.5553813399668924e-05,1.9562090842367004,1.185578821959099,0.7685068994875004,0.0008741895615996174,75.0,75,6144,0.09937742956845615,0.0001377089999996528,31.660608001599826,2048,7.830962685033336e-05,2.0,0.0001168127446338065,-45.87390330608559,-80.82107115545395,0.03823816082749989,75,81,27,-144.88706262474005,0.00031212500000066257,31.660608001599826,0.007597502015483317,1149.6744602737185,1,0,0,32.1,82.75,0.000516982862527849,-26.82494038515131,-27.018690385151313,-26.97744038515131,25.0,25.0,25.0,8.310345761750805e-05,2102,6306,709,683,710,-38.89449460177616,2129,2048,2129,3.0,115.727356,6.922857,1.0,0.02500000037252903,128.0,0.0005,6.9320498,0.004019673,65280,0.01,0.002722919,1.5965278,142854.0,21760,2.2579966,0.024957646,142854.0,348160,21760,0.0,1044480,2048.0,65280,2048.0,0.0,3.212499999971641e-05,4.417000000422888e-06,1.3792000000734106e-05,4.750000000441901e-06,2.3708000000510748e-05,5.3542000000739165e-05,0.21543128271309817,0.00040589861952161556,1.1967990965348773e-05,5.380784431828279e-06,9.531653920216381e-07,1.7588903620891127e-05,2.1908007506711265e-06,3.10574869336013e-05,3.0987581565378373e-06,9.200212665968133e-06,1.4324898753777668e-05,1.5078153313947687e-05,2.822845869212175e-06,4.344688610649923e-06,0.15355964628539942,1.4416562732849583e-05,5.124942383270923e-06,0.017863000702602737,0.0009250462502998001,0.011666892256634157,0.028413662732951046,0.0008808926871179259,0.0018589714827656888
1,8192,1182.1870732504196,False,4,acd66_00000,2025-06-05_10-54-42,1749113682,1.7203209400177002,7.149341344833374,50746,Tegans-MacBook-Air.local,127.0.0.1,7.149341344833374,4,1.9539367358329423,1.5506195265648737e-05,1.9538113421443333,1.185186238739508,0.7665021204926254,0.0008744864159836089,75.0,75,8192,0.09770419942748144,0.0001377089999996528,31.74369293616304,2048,7.78472942168847e-05,3.0,0.00010712826769660465,-33.8997031673772,-68.1954900641365,0.036679193170000096,75,109,28,-114.38260995205627,0.00031212500000066257,31.74369293616304,0.009535571508828462,1182.1870732504196,1,0,0,25.53333333333333,82.56666666666666,0.0004645316799230501,-22.833913354712177,-22.735163354712178,-22.626413354712177,25.0,25.0,25.0,8.25100966902314e-05,2104,8410,711,682,711,-35.318902121008904,2840,2730,2840,4.0,39.56674,7.0813665,1.0,0.012500000186264515,128.0,0.0005,6.9842014,0.003920482,87168,0.01,-0.19437838,1.5922469,142854.0,21888,1.6316745,-0.08134058,142854.0,350208,21888,0.0,1394688,2048.0,87168,2048.0,0.0,3.212499999971641e-05,4.417000000422888e-06,1.3792000000734106e-05,4.750000000441901e-06,2.3708000000510748e-05,5.3542000000739165e-05,0.21538698742440868,0.00035529738409872046,1.18824888737758e-05,5.346552453740592e-06,9.47574871044107e-07,1.7144061260317857e-05,2.1741186757393545e-06,3.0200316366305713e-05,3.0842151210471977e-06,9.107737918275727e-06,1.4167794113002334e-05,1.4973609954559934e-05,2.7997803248568336e-06,4.309981005388185e-06,0.1535165228189389,1.441703505736981e-05,5.124851938540637e-06,0.017863128313910705,0.0009248036651038005,0.011665772487655646,0.028413772883545765,0.0008808692783076563,0.001858983454511199
1,10240,1168.8671270460243,False,5,acd66_00000,2025-06-05_10-54-44,1749113684,1.6246209144592285,8.773962259292603,50746,Tegans-MacBook-Air.local,127.0.0.1,8.773962259292603,5,1.9517690905646128,1.5461133312998742e-05,1.9516423145628898,1.1849381076021128,0.7645755305376991,0.0008788782218237885,75.0,75,10240,0.09577552216927483,0.0001377089999996528,31.855669003544737,2048,7.75180329565128e-05,4.0,9.895928340754235e-05,-33.8997031673772,-81.0198251352762,0.036740660332499966,75,136,27,-134.75085885175469,0.00031212500000066257,31.855669003544737,0.011684515092923592,1168.8671270460243,1,0,0,31.5,82.65,0.00041991701912485996,-27.01035837842541,-26.98285837842541,-27.026608378425408,25.0,25.0,25.0,8.206206312247566e-05,2102,10512,710,683,709,-38.067667174899654,3550,3413,3549,5.0,85.89395,7.7213745,1.0,0.0062500000931322575,128.0,0.0005,7.7988462,0.0036511242,108928,0.01,-0.023160815,1.5854417,142854.0,21760,1.6981809,0.09328015,142854.0,348160,21760,0.0,1742848,2048.0,108928,2048.0,0.0,3.212499999971641e-05,4.417000000422888e-06,1.3792000000734106e-05,4.750000000441901e-06,2.3708000000510748e-05,5.3542000000739165e-05,0.2153285514216217,0.00031222936470850246,1.1816017546670041e-05,5.319063422516028e-06,9.430450881826175e-07,1.677439452847436e-05,2.1619132923735965e-06,2.9463044700669956e-05,3.075751454247486e-06,9.0366735792238e-06,1.4048958939923917e-05,1.4895908959959723e-05,2.7820591256923565e-06,4.2848410893574304e-06,0.15345958936547907,1.441805627912627e-05,5.124721608466505e-06,0.017863237377022254,0.000924484047786691,0.011664294462331042,0.028414022368955294,0.0008808374484048802,0.001858998527173522
1,12288,1085.5908854412626,False,6,acd66_00000,2025-06-05_10-54-46,1749113686,1.8744089603424072,10.64837121963501,50746,Tegans-MacBook-Air.local,127.0.0.1,10.64837121963501,6,1.9509580088289666,1.5445271979873717e-05,1.950830327667261,1.1854919548560916,0.7632074852323221,0.0008804848596055241,75.0,75,12288,0.09376468860775374,0.0001377089999996528,31.9349168879732,2048,7.803546275660274e-05,5.0,9.287564435376119e-05,-39.57187550505506,-79.42096128624962,0.03912328110250046,75,163,27,-163.24605097526958,0.00031212500000066257,31.9349168879732,0.013963059417260134,1085.5908854412626,1,0,0,50.5,82.96666666666667,0.0003836673591899337,-26.40698709541654,-26.55573709541654,-26.45823709541654,25.0,25.0,25.0,8.228883940073281e-05,2102,12614,709,683,710,-38.6867469645035,4259,4096,4259,6.0,82.841385,6.997952,1.0,0.0031250000465661287,128.0,0.0005,7.0025473,0.004233515,130688,0.01,0.0322994,1.5902667,142854.0,21760,2.4310482,0.020471625,142854.0,348160,21760,0.0,2091008,2048.0,130688,2048.0,0.0,3.212499999971641e-05,4.417000000422888e-06,1.3792000000734106e-05,4.750000000441901e-06,2.3708000000510748e-05,5.3542000000739165e-05,0.215256571944348,0.00027652788135496643,1.1840660048115133e-05,5.325837933465352e-06,9.452745102030041e-07,1.659512660994921e-05,2.165491334471965e-06,2.904193902561457e-05,3.0820664815827044e-06,9.059235016761768e-06,1.4111958009258917e-05,1.4940080234503624e-05,2.7853134964418845e-06,4.306766357165417e-06,0.15338921791210655,1.4421219572942005e-05,5.1247105997998365e-06,0.017863405250240185,0.0009240949341494133,0.011662558732764165,0.02841443325396828,0.0008808067806723289,0.0018590189750371474
1,14336,1168.8529236852069,False,7,acd66_00000,2025-06-05_10-54-47,1749113687,1.741227149963379,12.389598369598389,50746,Tegans-MacBook-Air.local,127.0.0.1,12.389598369598389,7,1.948821244570677,1.547290926007767e-05,1.9486926598105885,1.1853195169775308,0.7612382162199989,0.0008813212610094631,75.0,75,14336,0.09173994441942857,0.0001377089999996528,31.974527280640977,2048,7.77595769835859e-05,6.0,8.690332161574492e-05,-35.1665744090143,-80.57345185329156,0.03723570702750004,75,191,28,-125.6160628372129,0.00031212500000066257,31.974527280640977,0.016355968198902195,1168.8529236852069,1,0,0,34.9,83.0,0.0003513426615644203,-26.82656728443051,-26.92281728443051,-26.824067284430512,25.0,25.0,25.0,8.196399035422144e-05,2104,14718,711,682,711,-38.73549407959692,4970,4778,4970,7.0,115.82167,7.7388887,1.0,0.0015625000232830644,128.0,0.0005,7.840669,0.0034594717,152576,0.01,-0.013454199,1.5829217,142854.0,21888,2.4224298,0.11759813,142854.0,350208,21888,0.0,2441216,2048.0,152576,2048.0,0.0,3.212499999971641e-05,4.417000000422888e-06,1.3792000000734106e-05,4.750000000441901e-06,2.3708000000510748e-05,5.3542000000739165e-05,0.2151708710597776,0.0002452885566418724,1.179153744502347e-05,5.3075726850076925e-06,9.439157899629555e-07,1.6333654534478376e-05,2.157012504024249e-06,2.852984173967083e-05,3.0734642370056616e-06,9.007905545787544e-06,1.4019228189348682e-05,1.4882261008955108e-05,2.7732393331147474e-06,4.291998687135701e-06,0.15330561078306493,1.4425515295253604e-05,5.124641439145569e-06,0.017863571421356052,0.0009236312376801022,0.011660455075842393,0.02841481702324411,0.0008807696800495879,0.001859042764090783
1,16384,1051.9319490429368,False,8,acd66_00000,2025-06-05_10-54-49,1749113689,1.9342288970947266,14.323827266693115,50746,Tegans-MacBook-Air.local,127.0.0.1,14.323827266693115,8,1.9486385921249703,1.5531930167470135e-05,1.9485085998824825,1.1871275301377555,0.7592436165577989,0.000882380968399382,75.0,75,16384,0.08969716115601767,0.0001377089999996528,32.038707679128535,2048,7.74346979731282e-05,7.0,8.174047658068224e-05,-44.23584225634711,-77.41692248484374,0.03681887041499968,75,218,27,-117.3103498527224,0.00031212500000066257,32.038707679128535,0.018704969059194176,1051.9319490429368,1,0,0,28.8,83.0,0.0003236570647701564,-25.89022416161458,-25.75772416161458,-25.76897416161458,25.0,25.0,25.0,8.160252967320856e-05,2102,16820,710,683,709,-38.87966276486958,5680,5461,5679,8.0,86.59709,7.2480397,1.0,0.0007812500116415322,128.0,0.0005,7.3668547,0.002744563,174336,0.01,-0.046245933,1.5823026,142854.0,21760,1.5447904,0.13463335,142854.0,348160,21760,0.0,2789376,2048.0,174336,2048.0,0.0,3.212499999971641e-05,4.417000000422888e-06,1.3792000000734106e-05,4.750000000441901e-06,2.3708000000510748e-05,5.3542000000739165e-05,0.2150717303399042,0.00021862350991124743,1.1743902536700685e-05,5.285828573323219e-06,9.406036656328596e-07,1.6088632332529358e-05,2.1482304231678146e-06,2.8067661716766872e-05,3.0657012415688414e-06,8.95510927387628e-06,1.3920174507076e-05,1.4818805847759408e-05,2.7602321772739076e-06,4.2706407557341675e-06,0.15320901955401295,1.4429720481161955e-05,5.1245278906442964e-06,0.017863772132624578,0.0009230937973467627,0.01165796695278578,0.028415180548809028,0.0008807318157612344,0.0018590683754658424
1,18432,1172.8794809596407,False,9,acd66_00000,2025-06-05_10-54-51,1749113691,1.7348217964172363,16.05864906311035,50746,Tegans-MacBook-Air.local,127.0.0.1,16.05864906311035,9,1.9464616449537204,1.5487030865801152e-05,1.9463309043036576,1.1869017544263778,0.7572898233122208,0.000884131748715407,75.0,75,18432,0.08769541720663,0.0001377089999996528,32.10642193729174,2048,7.722728897158913e-05,8.0,7.742132991872742e-05,-44.34999196441131,-72.04255387346433,0.0371460534,75,245,27,-134.14867571034634,0.00031212500000066257,32.10642193729174,0.02121148444194166,1172.8794809596407,1,0,0,28.866666666666664,83.1,0.0003002745529896191,-24.05460129115478,-23.973351291154778,-24.014601291154776,25.0,25.0,25.0,8.136409313793705e-05,2102,18922,709,683,710,-36.92739304235079,6389,6144,6389,9.0,69.40843,6.9881096,1.0,0.0003906250058207661,128.0,0.0005,7.1118264,0.0025790506,196096,0.01,-0.047843575,1.5818677,142854.0,21760,2.0213554,0.13953368,142854.0,348160,21760,0.0,3137536,2048.0,196096,2048.0,0.0,3.212499999971641e-05,4.417000000422888e-06,1.3792000000734106e-05,4.750000000441901e-06,2.3708000000510748e-05,5.3542000000739165e-05,0.2149593977557223,0.00019599790517453803,1.1712687037439647e-05,5.274903941844891e-06,9.385193736194564e-07,1.5894774598146337e-05,2.145706005817199e-06,2.7699043028922595e-05,3.059822530580326e-06,8.91657103991878e-06,1.3853319824480973e-05,1.4775994822704303e-05,2.751819434877339e-06,4.252602860154252e-06,0.15309972947596368,1.4433665711822616e-05,5.1243749489693655e-06,0.017863988955825597,0.0009224840135963219,0.011655086438282716,0.028415517455460323,0.0008806875358906431,0.0018590956703369915
1,20480,1088.8749425937485,False,10,acd66_00000,2025-06-05_10-54-53,1749113693,1.86800217628479,17.92665123939514,50746,Tegans-MacBook-Air.local,127.0.0.1,17.92665123939514,10,1.9456393343341833,1.543716055716226e-05,1.9455079685906211,1.186551451472114,0.7568145563290986,0.0008867954312282312,75.0,75,20480,0.08575421823430607,0.0001377089999996528,32.130385776006676,2048,7.692838253523861e-05,9.0,7.363327645740057e-05,-40.874952404256504,-83.37890365244596,0.036727732964999975,75,273,28,-136.66269521450027,0.00031212500000066257,32.130385776006676,0.023510076769562814,1088.8749425937485,1,0,0,29.35,83.15,0.00028006410655429,-27.834217884148647,-27.750467884148648,-27.794217884148647,25.0,25.0,25.0,8.106082710310581e-05,2104,21026,711,682,711,-41.426314990921,7100,6826,7100,10.0,67.523026,7.918185,1.0081301,0.00019531250291038305,128.0,0.0005,8.0077,0.0032473167,217984,0.01,0.061212838,1.5793318,142854.0,21888,3.7085693,0.10530677,142854.0,350208,21888,0.0,3487744,2048.0,217984,2048.0,0.0,3.212499999971641e-05,4.417000000422888e-06,1.3792000000734106e-05,4.750000000441901e-06,2.3708000000510748e-05,5.3542000000739165e-05,0.21483420893349,0.00017659727756579025,1.1668519090994119e-05,5.256068383771653e-06,9.368852542099443e-07,1.5709451180319432e-05,2.136714303645815e-06,2.7352742091572388e-05,3.0514884864545178e-06,8.871527814317308e-06,1.3772397473096315e-05,1.472200355313626e-05,2.7394086530508914e-06,4.233966226451924e-06,0.15297801197251998,1.4437439065822092e-05,5.124170913338773e-06,0.017864209044549335,0.0009218038411411555,0.011651865237374433,0.02841584656842371,0.0008806383642358874,0.001859126604073171
